timestamp,sensor,pressure,temperature,humidity,QNH,QFE,QFF
2024-09-19 16:10:19,계산값,1009.58,25.98,49.83,1015.36,1009.58,1015.33
2024-09-19 16:10:19,기압계,1009.57,,,,,
2024-09-19 16:10:19,계산값,1009.57,25.98,49.83,1015.35,1009.57,1015.32
2024-09-19 16:10:29,기압계,1009.57,,,,,
2024-09-19 16:10:29,계산값,1009.57,25.98,49.83,1015.35,1009.57,1015.32
2024-09-19 16:10:29,습도계,,25.98,49.75,,,
2024-09-19 16:10:29,계산값,1009.57,25.98,49.75,1015.35,1009.57,1015.32
2024-09-19 16:10:39,기압계,1009.57,,,,,
2024-09-19 16:10:39,계산값,1009.57,25.98,49.75,1015.35,1009.57,1015.32
2024-09-19 16:10:39,습도계,,25.97,49.72,,,
2024-09-19 16:10:39,계산값,1009.57,25.97,49.72,1015.35,1009.57,1015.32
2024-09-19 16:10:49,습도계,,25.96,49.71,,,
2024-09-19 16:10:49,계산값,1009.57,25.96,49.71,1015.36,1009.57,1015.32
2024-09-19 16:10:49,기압계,1009.57,,,,,
2024-09-19 16:10:49,계산값,1009.57,25.96,49.71,1015.36,1009.57,1015.32
2024-09-19 16:10:59,기압계,1009.57,,,,,
2024-09-19 16:10:59,계산값,1009.57,25.96,49.71,1015.36,1009.57,1015.32
2024-09-19 16:10:59,습도계,,25.96,49.61,,,
2024-09-19 16:10:59,계산값,1009.57,25.96,49.61,1015.36,1009.57,1015.32
2024-09-19 16:11:09,기압계,1009.58,,,,,
2024-09-19 16:11:09,계산값,1009.58,25.96,49.61,1015.37,1009.58,1015.33
2024-09-19 16:11:09,습도계,,25.96,49.4,,,
2024-09-19 16:11:09,계산값,1009.58,25.96,49.4,1015.37,1009.58,1015.33
2024-09-19 16:17:59,기압계,1009.5,,,,,
2024-09-19 16:17:59,습도계,,25.92,49.8,,,
2024-09-19 16:17:59,계산값,1009.5,25.92,49.8,1015.29,1009.5,1015.25
2024-09-19 16:18:09,습도계,,25.92,49.82,,,
2024-09-19 16:18:09,계산값,1009.5,25.92,49.82,1015.29,1009.5,1015.25
2024-09-19 16:18:09,기압계,1009.5,,,,,
2024-09-19 16:18:09,계산값,1009.5,25.92,49.82,1015.29,1009.5,1015.25
2024-09-19 16:18:19,기압계,1009.5,,,,,
2024-09-19 16:18:19,계산값,1009.5,25.92,49.82,1015.29,1009.5,1015.25
2024-09-19 16:18:19,습도계,,25.92,49.86,,,
2024-09-19 16:18:19,계산값,1009.5,25.92,49.86,1015.29,1009.5,1015.25
2024-09-19 16:18:49,기압계,1009.52,,,,,
2024-09-19 16:18:49,습도계,,25.92,50.42,,,
2024-09-19 16:18:49,계산값,1009.52,25.92,50.42,1015.31,1009.52,1015.27
2024-09-19 16:18:59,습도계,,25.93,50.22,,,
2024-09-19 16:18:59,계산값,1009.52,25.93,50.22,1015.31,1009.52,1015.27
2024-09-19 16:18:59,기압계,1009.51,,,,,
2024-09-19 16:18:59,계산값,1009.51,25.93,50.22,1015.3,1009.51,1015.26
2024-09-19 16:19:09,기압계,1009.51,,,,,
2024-09-19 16:19:09,계산값,1009.51,25.93,50.22,1015.3,1009.51,1015.26
2024-09-19 16:19:09,습도계,,25.94,50.25,,,
2024-09-19 16:19:09,계산값,1009.51,25.94,50.25,1015.3,1009.51,1015.26
2024-09-19 16:19:19,기압계,1009.5,,,,,
2024-09-19 16:19:19,계산값,1009.5,25.94,50.25,1015.29,1009.5,1015.25
2024-09-19 16:19:19,습도계,,25.94,50.31,,,
2024-09-19 16:19:19,계산값,1009.5,25.94,50.31,1015.29,1009.5,1015.25
2024-09-19 16:19:29,기압계,1009.51,,,,,
2024-09-19 16:19:29,계산값,1009.51,25.94,50.31,1015.3,1009.51,1015.26
2024-09-19 16:19:29,습도계,,25.95,49.98,,,
2024-09-19 16:19:29,계산값,1009.51,25.95,49.98,1015.3,1009.51,1015.26
2024-09-19 16:19:39,습도계,,25.96,49.76,,,
2024-09-19 16:19:39,계산값,1009.51,25.96,49.76,1015.29,1009.51,1015.26
2024-09-19 16:19:39,기압계,1009.52,,,,,
2024-09-19 16:19:39,계산값,1009.52,25.96,49.76,1015.3,1009.52,1015.27
2024-09-19 16:19:49,기압계,1009.52,,,,,
2024-09-19 16:19:49,계산값,1009.52,25.96,49.76,1015.3,1009.52,1015.27
2024-09-19 16:19:49,습도계,,25.96,49.69,,,
2024-09-19 16:19:49,계산값,1009.52,25.96,49.69,1015.3,1009.52,1015.27
2024-09-19 16:19:59,기압계,1009.53,,,,,
2024-09-19 16:19:59,계산값,1009.53,25.96,49.69,1015.31,1009.53,1015.28
2024-09-19 16:19:59,습도계,,25.97,49.74,,,
2024-09-19 16:19:59,계산값,1009.53,25.97,49.74,1015.31,1009.53,1015.28
2024-09-19 16:20:09,기압계,1009.53,,,,,
2024-09-19 16:20:09,계산값,1009.53,25.97,49.74,1015.31,1009.53,1015.28
2024-09-19 16:20:09,습도계,,25.97,49.8,,,
2024-09-19 16:20:09,계산값,1009.53,25.97,49.8,1015.31,1009.53,1015.28
2024-09-19 16:20:19,습도계,,25.98,49.87,,,
2024-09-19 16:20:19,계산값,1009.53,25.98,49.87,1015.31,1009.53,1015.28
2024-09-19 16:20:19,기압계,1009.54,,,,,
2024-09-19 16:20:19,계산값,1009.54,25.98,49.87,1015.32,1009.54,1015.29
2024-09-19 16:20:29,기압계,1009.54,,,,,
2024-09-19 16:20:29,계산값,1009.54,25.98,49.87,1015.32,1009.54,1015.29
2024-09-19 16:20:29,습도계,,25.98,49.92,,,
2024-09-19 16:20:29,계산값,1009.54,25.98,49.92,1015.32,1009.54,1015.29
2024-09-19 16:20:39,기압계,1009.55,,,,,
2024-09-19 16:20:39,계산값,1009.55,25.98,49.92,1015.33,1009.55,1015.3
2024-09-19 16:20:39,습도계,,25.98,49.91,,,
2024-09-19 16:20:39,계산값,1009.55,25.98,49.91,1015.33,1009.55,1015.3
2024-09-19 16:20:49,기압계,1009.55,,,,,
2024-09-19 16:20:49,계산값,1009.55,25.98,49.91,1015.33,1009.55,1015.3
2024-09-19 16:20:49,습도계,,25.99,49.9,,,
2024-09-19 16:20:49,계산값,1009.55,25.99,49.9,1015.33,1009.55,1015.29
2024-09-19 16:20:59,기압계,1009.56,,,,,
2024-09-19 16:20:59,계산값,1009.56,25.99,49.9,1015.34,1009.56,1015.3
2024-09-19 16:20:59,습도계,,25.99,49.84,,,
2024-09-19 16:20:59,계산값,1009.56,25.99,49.84,1015.34,1009.56,1015.31
2024-09-19 16:21:09,기압계,1009.56,,,,,
2024-09-19 16:21:09,계산값,1009.56,25.99,49.84,1015.34,1009.56,1015.31
2024-09-19 16:21:09,습도계,,25.99,49.85,,,
2024-09-19 16:21:09,계산값,1009.56,25.99,49.85,1015.34,1009.56,1015.31
2024-09-19 16:21:19,기압계,1009.56,,,,,
2024-09-19 16:21:19,계산값,1009.56,25.99,49.85,1015.34,1009.56,1015.31
2024-09-19 16:21:19,습도계,,26.0,49.91,,,
2024-09-19 16:21:19,계산값,1009.56,26.0,49.91,1015.34,1009.56,1015.3
2024-09-19 16:21:29,기압계,1009.57,,,,,
2024-09-19 16:21:29,계산값,1009.57,26.0,49.91,1015.35,1009.57,1015.31
2024-09-19 16:21:29,습도계,,26.0,49.85,,,
2024-09-19 16:21:29,계산값,1009.57,26.0,49.85,1015.35,1009.57,1015.31
2024-09-19 16:21:39,습도계,,26.01,49.81,,,
2024-09-19 16:21:39,계산값,1009.57,26.01,49.81,1015.35,1009.57,1015.31
2024-09-19 16:21:39,기압계,1009.56,,,,,
2024-09-19 16:21:39,계산값,1009.56,26.01,49.81,1015.34,1009.56,1015.3
2024-09-19 16:21:49,기압계,1009.56,,,,,
2024-09-19 16:21:49,계산값,1009.56,26.01,49.81,1015.34,1009.56,1015.3
2024-09-19 16:21:49,습도계,,26.01,49.7,,,
2024-09-19 16:21:49,계산값,1009.56,26.01,49.7,1015.34,1009.56,1015.3
2024-09-19 16:21:59,기압계,1009.56,,,,,
2024-09-19 16:21:59,계산값,1009.56,26.01,49.7,1015.34,1009.56,1015.3
2024-09-19 16:21:59,습도계,,26.01,49.66,,,
2024-09-19 16:21:59,계산값,1009.56,26.01,49.66,1015.34,1009.56,1015.3
2024-09-19 16:22:09,기압계,1009.56,,,,,
2024-09-19 16:22:09,계산값,1009.56,26.01,49.66,1015.34,1009.56,1015.3
2024-09-19 16:22:09,습도계,,26.0,49.71,,,
2024-09-19 16:22:09,계산값,1009.56,26.0,49.71,1015.34,1009.56,1015.3
2024-09-19 16:22:19,기압계,1009.57,,,,,
2024-09-19 16:22:19,계산값,1009.57,26.0,49.71,1015.35,1009.57,1015.31
2024-09-19 16:22:19,습도계,,26.0,50.16,,,
2024-09-19 16:22:19,계산값,1009.57,26.0,50.16,1015.35,1009.57,1015.31
2024-09-19 16:22:29,기압계,1009.57,,,,,
2024-09-19 16:22:29,계산값,1009.57,26.0,50.16,1015.35,1009.57,1015.31
2024-09-19 16:22:29,습도계,,25.99,50.01,,,
2024-09-19 16:22:29,계산값,1009.57,25.99,50.01,1015.35,1009.57,1015.31
2024-09-19 16:22:39,기압계,1009.57,,,,,
2024-09-19 16:22:39,계산값,1009.57,25.99,50.01,1015.35,1009.57,1015.31
2024-09-19 16:22:39,습도계,,25.98,49.8,,,
2024-09-19 16:22:39,계산값,1009.57,25.98,49.8,1015.35,1009.57,1015.32
2024-09-19 16:22:49,기압계,1009.56,,,,,
2024-09-19 16:22:49,계산값,1009.56,25.98,49.8,1015.34,1009.56,1015.31
2024-09-19 16:22:49,습도계,,25.97,49.77,,,
2024-09-19 16:22:49,계산값,1009.56,25.97,49.77,1015.34,1009.56,1015.31
2024-09-19 16:22:59,기압계,1009.55,,,,,
2024-09-19 16:22:59,계산값,1009.55,25.97,49.77,1015.33,1009.55,1015.3
2024-09-19 16:22:59,습도계,,25.97,49.76,,,
2024-09-19 16:22:59,계산값,1009.55,25.97,49.76,1015.33,1009.55,1015.3
2024-09-19 16:23:09,기압계,1009.55,,,,,
2024-09-19 16:23:09,계산값,1009.55,25.97,49.76,1015.33,1009.55,1015.3
2024-09-19 16:23:09,습도계,,25.97,49.79,,,
2024-09-19 16:23:09,계산값,1009.55,25.97,49.79,1015.33,1009.55,1015.3
2024-09-19 16:23:19,기압계,1009.56,,,,,
2024-09-19 16:23:19,계산값,1009.56,25.97,49.79,1015.34,1009.56,1015.31
2024-09-19 16:23:19,습도계,,25.97,49.83,,,
2024-09-19 16:23:19,계산값,1009.56,25.97,49.83,1015.34,1009.56,1015.31
2024-09-19 16:23:29,기압계,1009.57,,,,,
2024-09-19 16:23:29,계산값,1009.57,25.97,49.83,1015.35,1009.57,1015.32
2024-09-19 16:23:29,습도계,,25.97,49.9,,,
2024-09-19 16:23:29,계산값,1009.57,25.97,49.9,1015.35,1009.57,1015.32
2024-09-19 16:23:39,기압계,1009.57,,,,,
2024-09-19 16:23:39,계산값,1009.57,25.97,49.9,1015.35,1009.57,1015.32
2024-09-19 16:23:39,습도계,,25.98,50.04,,,
2024-09-19 16:23:39,계산값,1009.57,25.98,50.04,1015.35,1009.57,1015.32
2024-09-19 16:23:49,기압계,1009.58,,,,,
2024-09-19 16:23:49,계산값,1009.58,25.98,50.04,1015.36,1009.58,1015.33
2024-09-19 16:23:49,습도계,,25.98,50.1,,,
2024-09-19 16:23:49,계산값,1009.58,25.98,50.1,1015.36,1009.58,1015.33
2024-09-19 16:23:59,기압계,1009.58,,,,,
2024-09-19 16:23:59,계산값,1009.58,25.98,50.1,1015.36,1009.58,1015.33
2024-09-19 16:23:59,습도계,,25.98,50.07,,,
2024-09-19 16:23:59,계산값,1009.58,25.98,50.07,1015.36,1009.58,1015.33
2024-09-19 16:24:09,기압계,1009.58,,,,,
2024-09-19 16:24:09,계산값,1009.58,25.98,50.07,1015.36,1009.58,1015.33
2024-09-19 16:24:09,습도계,,25.98,50.05,,,
2024-09-19 16:24:09,계산값,1009.58,25.98,50.05,1015.36,1009.58,1015.33
2024-09-19 16:24:19,기압계,1009.57,,,,,
2024-09-19 16:24:19,계산값,1009.57,25.98,50.05,1015.35,1009.57,1015.32
2024-09-19 16:24:19,습도계,,25.97,50.19,,,
2024-09-19 16:24:19,계산값,1009.57,25.97,50.19,1015.35,1009.57,1015.32
2024-09-19 16:24:29,기압계,1009.57,,,,,
2024-09-19 16:24:29,계산값,1009.57,25.97,50.19,1015.35,1009.57,1015.32
2024-09-19 16:24:29,습도계,,25.97,50.26,,,
2024-09-19 16:24:29,계산값,1009.57,25.97,50.26,1015.35,1009.57,1015.32
2024-09-19 16:24:39,기압계,1009.57,,,,,
2024-09-19 16:24:39,계산값,1009.57,25.97,50.26,1015.35,1009.57,1015.32
2024-09-19 16:24:39,습도계,,25.96,50.28,,,
2024-09-19 16:24:39,계산값,1009.57,25.96,50.28,1015.36,1009.57,1015.32
2024-09-19 16:24:49,기압계,1009.57,,,,,
2024-09-19 16:24:49,계산값,1009.57,25.96,50.28,1015.36,1009.57,1015.32
2024-09-19 16:24:49,습도계,,25.96,50.21,,,
2024-09-19 16:24:49,계산값,1009.57,25.96,50.21,1015.36,1009.57,1015.32
2024-09-19 16:24:59,기압계,1009.58,,,,,
2024-09-19 16:24:59,계산값,1009.58,25.96,50.21,1015.37,1009.58,1015.33
2024-09-19 16:24:59,습도계,,25.96,50.21,,,
2024-09-19 16:24:59,계산값,1009.58,25.96,50.21,1015.37,1009.58,1015.33
2024-09-19 16:25:09,기압계,1009.58,,,,,
2024-09-19 16:25:09,계산값,1009.58,25.96,50.21,1015.37,1009.58,1015.33
2024-09-19 16:25:10,습도계,,25.96,49.95,,,
2024-09-19 16:25:10,계산값,1009.58,25.96,49.95,1015.37,1009.58,1015.33
2024-09-19 16:25:19,기압계,1009.58,,,,,
2024-09-19 16:25:19,계산값,1009.58,25.96,49.95,1015.37,1009.58,1015.33
2024-09-19 16:25:19,습도계,,25.95,49.85,,,
2024-09-19 16:25:19,계산값,1009.58,25.95,49.85,1015.37,1009.58,1015.33
2024-09-19 16:25:29,기압계,1009.58,,,,,
2024-09-19 16:25:29,계산값,1009.58,25.95,49.85,1015.37,1009.58,1015.33
2024-09-19 16:25:29,습도계,,25.95,49.83,,,
2024-09-19 16:25:29,계산값,1009.58,25.95,49.83,1015.37,1009.58,1015.33
2024-09-19 16:25:39,기압계,1009.58,,,,,
2024-09-19 16:25:39,계산값,1009.58,25.95,49.83,1015.37,1009.58,1015.33
2024-09-19 16:25:40,습도계,,25.94,50.21,,,
2024-09-19 16:25:40,계산값,1009.58,25.94,50.21,1015.37,1009.58,1015.33
2024-09-19 16:25:49,기압계,1009.58,,,,,
2024-09-19 16:25:49,계산값,1009.58,25.94,50.21,1015.37,1009.58,1015.33
2024-09-19 16:25:49,습도계,,25.93,50.18,,,
2024-09-19 16:25:49,계산값,1009.58,25.93,50.18,1015.37,1009.58,1015.33
2024-09-19 16:25:59,기압계,1009.59,,,,,
2024-09-19 16:25:59,계산값,1009.59,25.93,50.18,1015.38,1009.59,1015.34
2024-09-19 16:25:59,습도계,,25.93,50.31,,,
2024-09-19 16:25:59,계산값,1009.59,25.93,50.31,1015.38,1009.59,1015.34
2024-09-19 16:26:09,기압계,1009.59,,,,,
2024-09-19 16:26:09,계산값,1009.59,25.93,50.31,1015.38,1009.59,1015.34
2024-09-19 16:26:09,습도계,,25.92,50.1,,,
2024-09-19 16:26:09,계산값,1009.59,25.92,50.1,1015.38,1009.59,1015.34
2024-09-19 16:26:19,기압계,1009.59,,,,,
2024-09-19 16:26:19,계산값,1009.59,25.92,50.1,1015.38,1009.59,1015.34
2024-09-19 16:26:19,습도계,,25.91,49.81,,,
2024-09-19 16:26:19,계산값,1009.59,25.91,49.81,1015.38,1009.59,1015.34
2024-09-19 16:26:29,기압계,1009.59,,,,,
2024-09-19 16:26:29,계산값,1009.59,25.91,49.81,1015.38,1009.59,1015.34
2024-09-19 16:26:29,습도계,,25.89,49.24,,,
2024-09-19 16:26:29,계산값,1009.59,25.89,49.24,1015.38,1009.59,1015.34
2024-09-19 16:26:39,기압계,1009.59,,,,,
2024-09-19 16:26:39,계산값,1009.59,25.89,49.24,1015.38,1009.59,1015.34
2024-09-19 16:26:39,습도계,,25.87,49.08,,,
2024-09-19 16:26:39,계산값,1009.59,25.87,49.08,1015.38,1009.59,1015.34
2024-09-19 16:26:49,기압계,1009.59,,,,,
2024-09-19 16:26:49,계산값,1009.59,25.87,49.08,1015.38,1009.59,1015.34
2024-09-19 16:26:50,습도계,,25.85,48.85,,,
2024-09-19 16:26:50,계산값,1009.59,25.85,48.85,1015.38,1009.59,1015.34
2024-09-19 16:26:59,기압계,1009.59,,,,,
2024-09-19 16:26:59,계산값,1009.59,25.85,48.85,1015.38,1009.59,1015.34
2024-09-19 16:26:59,습도계,,25.84,48.59,,,
2024-09-19 16:26:59,계산값,1009.59,25.84,48.59,1015.38,1009.59,1015.34
2024-09-19 16:27:09,기압계,1009.59,,,,,
2024-09-19 16:27:09,계산값,1009.59,25.84,48.59,1015.38,1009.59,1015.34
2024-09-19 16:27:09,습도계,,25.82,48.36,,,
2024-09-19 16:27:09,계산값,1009.59,25.82,48.36,1015.38,1009.59,1015.34
2024-09-19 16:27:19,기압계,1009.58,,,,,
2024-09-19 16:27:19,계산값,1009.58,25.82,48.36,1015.37,1009.58,1015.33
2024-09-19 16:27:19,습도계,,25.8,48.25,,,
2024-09-19 16:27:19,계산값,1009.58,25.8,48.25,1015.37,1009.58,1015.33
2024-09-19 16:27:29,기압계,1009.58,,,,,
2024-09-19 16:27:29,계산값,1009.58,25.8,48.25,1015.37,1009.58,1015.33
2024-09-19 16:27:29,습도계,,25.78,48.53,,,
2024-09-19 16:27:29,계산값,1009.58,25.78,48.53,1015.37,1009.58,1015.33
2024-09-19 16:27:39,기압계,1009.58,,,,,
2024-09-19 16:27:39,계산값,1009.58,25.78,48.53,1015.37,1009.58,1015.33
2024-09-19 16:27:39,습도계,,25.76,49.25,,,
2024-09-19 16:27:39,계산값,1009.58,25.76,49.25,1015.37,1009.58,1015.33
2024-09-19 16:27:49,기압계,1009.58,,,,,
2024-09-19 16:27:49,계산값,1009.58,25.76,49.25,1015.37,1009.58,1015.33
2024-09-19 16:27:49,습도계,,25.73,49.36,,,
2024-09-19 16:27:49,계산값,1009.58,25.73,49.36,1015.37,1009.58,1015.33
2024-09-19 16:27:59,기압계,1009.58,,,,,
2024-09-19 16:27:59,계산값,1009.58,25.73,49.36,1015.37,1009.58,1015.33
2024-09-19 16:27:59,습도계,,25.72,49.41,,,
2024-09-19 16:27:59,계산값,1009.58,25.72,49.41,1015.37,1009.58,1015.33
2024-09-19 16:28:09,기압계,1009.58,,,,,
2024-09-19 16:28:09,계산값,1009.58,25.72,49.41,1015.37,1009.58,1015.33
2024-09-19 16:28:09,습도계,,25.7,49.19,,,
2024-09-19 16:28:09,계산값,1009.58,25.7,49.19,1015.37,1009.58,1015.33
2024-09-19 16:28:19,기압계,1009.57,,,,,
2024-09-19 16:28:19,계산값,1009.57,25.7,49.19,1015.36,1009.57,1015.32
2024-09-19 16:28:19,습도계,,25.69,49.07,,,
2024-09-19 16:28:19,계산값,1009.57,25.69,49.07,1015.36,1009.57,1015.32
2024-09-19 16:28:29,기압계,1009.58,,,,,
2024-09-19 16:28:29,계산값,1009.58,25.69,49.07,1015.37,1009.58,1015.33
2024-09-19 16:28:29,습도계,,25.7,49.21,,,
2024-09-19 16:28:29,계산값,1009.58,25.7,49.21,1015.37,1009.58,1015.33
2024-09-19 16:28:39,기압계,1009.57,,,,,
2024-09-19 16:28:39,계산값,1009.57,25.7,49.21,1015.36,1009.57,1015.32
2024-09-19 16:28:40,습도계,,25.7,49.41,,,
2024-09-19 16:28:40,계산값,1009.57,25.7,49.41,1015.36,1009.57,1015.32
2024-09-19 16:28:49,기압계,1009.57,,,,,
2024-09-19 16:28:49,계산값,1009.57,25.7,49.41,1015.36,1009.57,1015.32
2024-09-19 16:28:49,습도계,,25.7,49.66,,,
2024-09-19 16:28:49,계산값,1009.57,25.7,49.66,1015.36,1009.57,1015.32
2024-09-19 16:28:59,기압계,1009.57,,,,,
2024-09-19 16:28:59,계산값,1009.57,25.7,49.66,1015.36,1009.57,1015.32
2024-09-19 16:28:59,습도계,,25.71,49.41,,,
2024-09-19 16:28:59,계산값,1009.57,25.71,49.41,1015.36,1009.57,1015.32
2024-09-19 16:29:09,기압계,1009.57,,,,,
2024-09-19 16:29:09,계산값,1009.57,25.71,49.41,1015.36,1009.57,1015.32
2024-09-19 16:29:09,습도계,,25.72,49.3,,,
2024-09-19 16:29:09,계산값,1009.57,25.72,49.3,1015.36,1009.57,1015.32
2024-09-19 16:29:19,기압계,1009.57,,,,,
2024-09-19 16:29:19,계산값,1009.57,25.72,49.3,1015.36,1009.57,1015.32
2024-09-19 16:29:19,습도계,,25.72,49.29,,,
2024-09-19 16:29:19,계산값,1009.57,25.72,49.29,1015.36,1009.57,1015.32
2024-09-19 16:29:29,기압계,1009.57,,,,,
2024-09-19 16:29:29,계산값,1009.57,25.72,49.29,1015.36,1009.57,1015.32
2024-09-19 16:29:29,습도계,,25.71,49.31,,,
2024-09-19 16:29:29,계산값,1009.57,25.71,49.31,1015.36,1009.57,1015.32
2024-09-19 16:29:39,기압계,1009.57,,,,,
2024-09-19 16:29:39,계산값,1009.57,25.71,49.31,1015.36,1009.57,1015.32
2024-09-19 16:29:39,습도계,,25.71,49.33,,,
2024-09-19 16:29:39,계산값,1009.57,25.71,49.33,1015.36,1009.57,1015.32
2024-09-19 16:29:49,기압계,1009.57,,,,,
2024-09-19 16:29:49,계산값,1009.57,25.71,49.33,1015.36,1009.57,1015.32
2024-09-19 16:29:49,습도계,,25.71,49.29,,,
2024-09-19 16:29:49,계산값,1009.57,25.71,49.29,1015.36,1009.57,1015.32
2024-09-19 16:29:59,기압계,1009.57,,,,,
2024-09-19 16:29:59,계산값,1009.57,25.71,49.29,1015.36,1009.57,1015.32
2024-09-19 16:29:59,습도계,,25.7,49.28,,,
2024-09-19 16:29:59,계산값,1009.57,25.7,49.28,1015.36,1009.57,1015.32
2024-09-19 16:30:09,기압계,1009.57,,,,,
2024-09-19 16:30:09,계산값,1009.57,25.7,49.28,1015.36,1009.57,1015.32
2024-09-19 16:30:10,습도계,,25.69,49.23,,,
2024-09-19 16:30:10,계산값,1009.57,25.69,49.23,1015.36,1009.57,1015.32
2024-09-19 16:30:19,기압계,1009.57,,,,,
2024-09-19 16:30:19,계산값,1009.57,25.69,49.23,1015.36,1009.57,1015.32
2024-09-19 16:30:19,습도계,,25.67,49.24,,,
2024-09-19 16:30:19,계산값,1009.57,25.67,49.24,1015.36,1009.57,1015.32
2024-09-19 16:30:29,기압계,1009.56,,,,,
2024-09-19 16:30:29,계산값,1009.56,25.67,49.24,1015.35,1009.56,1015.31
2024-09-19 16:30:29,습도계,,25.65,49.3,,,
2024-09-19 16:30:29,계산값,1009.56,25.65,49.3,1015.35,1009.56,1015.31
2024-09-19 16:30:39,기압계,1009.56,,,,,
